38.32173	-120.50366	0.07864259	53426.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.32546	-120.47062	0.92454923	53612.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.31653	-120.42923	0.02044747	62556.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.28184	-120.50610	0.59494253	47703.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.29808	-120.47561	1.37281754	49895.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.30418	-120.42918	0.31305210	58961.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.27103	-120.31678	0.05507783	71930.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.27756	-120.29736	0.50982760	72432.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.15500	-120.40294	0.18676753	59218.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.25500	-120.72250	0.09445274	20626.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.21319	-120.75905	0.57415965	6833.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.21078	-120.72244	2.41456378	8600.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.21305	-120.66144	1.86969456	17727.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.19317	-120.61912	0.16227731	25729.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.16833	-120.81542	0.04649897	1042.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.16806	-120.78966	0.51064829	1080.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.17318	-120.70141	0.83071982	8485.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.15321	-120.65443	3.36553882	17078.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.15119	-120.60741	1.52118221	26266.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.10348	-120.64395	2.06365261	25008.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.09589	-120.61059	1.78574512	27692.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.05379	-120.58009	0.09235837	36209.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	4
38.15283	-120.75650	0.37757069	5573.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.15466	-120.72051	3.00620959	7986.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.13223	-120.68499	0.06780325	21636.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.14971	-120.57486	0.50448511	31152.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.14544	-120.53461	1.04050108	35879.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.10514	-120.69873	0.75490403	12067.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.08852	-120.66522	1.84041300	26743.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.08758	-120.58407	2.10243478	32860.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.09245	-120.53179	0.61122654	39002.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.04756	-120.63795	0.68599119	35969.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.03313	-120.59505	1.25594726	36417.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	9
38.19458	-120.77667	0.25050672	5794.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.21757	-120.69847	0.81041097	15043.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.20161	-120.68269	0.32369722	17187.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.16786	-120.76811	0.70924381	4119.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.14142	-120.73363	0.56838273	7909.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.16221	-120.67394	0.66121422	17356.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.11333	-120.70940	0.42034565	13093.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.07593	-120.66852	0.34717302	32706.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.05292	-120.65275	0.34808290	35892.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.01417	-120.60583	0.04738218	44199.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	16
38.32599	-120.65418	0.26185641	33418.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.34333	-120.61750	0.01336578	38132.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.30543	-120.70342	0.04011990	27599.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.30999	-120.67666	0.02674112	33457.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.19775	-120.64621	0.55927153	21191.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.17964	-120.63405	0.33882329	25557.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.17604	-120.61093	0.52002309	26621.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	3
38.25554	-120.51338	0.26763124	41328.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	7
38.26713	-120.48261	0.92858999	50735.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	7
38.24667	-120.51417	0.06297571	49637.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	7
38.21503	-120.40227	1.20884955	54958.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	7
38.31891	-120.63844	0.40969308	32693.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.34023	-120.59162	2.02059516	36272.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.34360	-120.53122	1.57175194	45268.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.35349	-120.46776	0.14154741	53442.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.26243	-120.69857	0.67212896	20102.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.28043	-120.65543	4.11672905	21869.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.28125	-120.59375	4.42587142	28497.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.28308	-120.53679	3.56327966	39838.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.27728	-120.45488	1.06993273	50832.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.27712	-120.40475	2.56123734	53686.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.27836	-120.34860	0.55951098	61595.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.24309	-120.70093	0.44559512	18088.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.23541	-120.64871	1.67727968	20057.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.21972	-120.59279	4.26765535	25822.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.21835	-120.53150	4.36654378	34840.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.21875	-120.46875	4.42967905	42864.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.22032	-120.40820	3.00954468	52222.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.22309	-120.35218	0.22837622	62279.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.15663	-120.58305	1.88779243	28417.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.15956	-120.53022	3.39336041	34377.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.15758	-120.46913	2.91274889	43050.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.16273	-120.41825	1.00402826	52353.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.15806	-120.34194	0.01496960	63199.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.11722	-120.57364	0.42272230	34288.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.10777	-120.54389	0.96851973	38516.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.11750	-120.48833	0.00315408	47410.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.14537	-120.38585	0.01181956	62720.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.27544	-120.71401	1.36446473	21313.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
38.29333	-120.68625	0.03068218	27369.00000000	2.185788164933	0.076722036257	4.498610244427	200.000000000000	6
