****************************************************************************************************

                      REPORT ON SACRAMENTO-GA CALIBRATION RESULT AT GENERATION 100

****************************************************************************************************


                                     GA OBJECTIVE FUNCTION: NSE
----------------------------------------------------------------------------------------------------
     Object: NSE     |      Other: KGE     |      Other: MSE     
        0.796629     |        0.792974     |        1.266613     


                                     NSE (KGE) FOR POOL GAUGES
----------------------------------------------------------------------------------------------------
 SHA                     | BND                     | ORO                     | YRS                     | FOL                     | MKM                     | NHG                     | NML                     | TLG                     | MRC                     | MIL                     | PNF                     | TRM                     | SCC                     | ISB                     
   0.826941 (  0.833210) |   0.821357 (  0.768195) |   0.856825 (  0.884908) |   0.774353 (  0.760484) |   0.772739 (  0.745018) |   0.725869 (  0.774165) |   0.789505 (  0.794920) |   0.803084 (  0.858412) |   0.795311 (  0.767080) |   0.783393 (  0.806954) |   0.827048 (  0.790648) |   0.845051 (  0.785113) |   0.838829 (  0.812934) |   0.719429 (  0.717647) |   0.769695 (  0.794917) 


                                    SACRAMENTO OPTIMAL PARAMETERS
----------------------------------------------------------------------------------------------------
  HRU_Lat       HRU_Lon             Kpet                  uztwm                  uzfwm                  lztwm                  lzfpm                  lzfsm              uzk             lzpk             lzsk              zperc               rexp            pfree            pctim            adimp             riva             side            rserv              SCF             PXTEMP            MFMAX            MFMIN             UADJ              MBASE             TIPM            PLWHC              NMF            DAYGM              Nres             Kres             Velo                Diff
41.507976   -121.883251   1.451668043924        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.511944   -121.871667   1.451668043924        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.507538   -121.778324   1.376803570044        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.504866   -121.727312   1.376803570044        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.535000   -121.500833   2.439480552833        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.524099   -121.486650   1.376803570044        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.454772   -122.149886   1.376803570044        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.449012   -122.089669   1.376803570044        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.450469   -122.028043   1.451668043924        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
41.454330   -121.966506   1.451668043924        82.235960997203      1000.000000000000      1223.472636553213       738.570796721881       509.447926489090   0.990000000000   0.032821206750   0.010000000000   500.000000000000     1.915502046196   0.803368519296   0.000000000000   0.078776899157   0.107030325644   0.000000000000   0.287813412905   1.000000000000     0.000000000000   1.304695525395   0.278937635212   0.087955271286     0.083318082565   0.724883392139   0.020000000000   0.248266196396   0.272332428802   12.575651771432   0.718749212413   2.521340529466   2290.738735026321
